DiseaseName_raw,DiseaseName_norm
"INTELLECTUAL DEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, SEIZURES, AND DISTAL LIMB ANOMALIES",intellectual developmental disorder with dysmorphic facies seizures and distal limb anomalies
INTELLECTUAL DEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND WITH OR WITHOUT AUTISTIC FEATURES,intellectual developmental disorder with language impairment and with or without autistic features
INTELLECTUAL DEVELOPMENTAL DISORDER WITH PERSISTENCE OF FETAL HEMOGLOBIN,intellectual developmental disorder with persistence of fetal hemoglobin
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 100",intellectual developmental disorder x linked 100
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 101",intellectual developmental disorder x linked 101
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 103",intellectual developmental disorder x linked 103
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 104",intellectual developmental disorder x linked 104
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 105",intellectual developmental disorder x linked 105
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 21",intellectual developmental disorder x linked 21
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 41",intellectual developmental disorder x linked 41
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 90",intellectual developmental disorder x linked 90
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 96",intellectual developmental disorder x linked 96
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 98",intellectual developmental disorder x linked 98
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99",intellectual developmental disorder x linked 99
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 99, SYNDROMIC, FEMALE-RESTRICTED",intellectual developmental disorder x linked 99 syndromic female restricted
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 13",intellectual developmental disorder x linked syndromic 13
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 33",intellectual developmental disorder x linked syndromic 33
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC 34",intellectual developmental disorder x linked syndromic 34
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, BAIN TYPE",intellectual developmental disorder x linked syndromic bain type
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CABEZAS TYPE",intellectual developmental disorder x linked syndromic cabezas type
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, KUMAR TYPE",intellectual developmental disorder x linked syndromic kumar type
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, NASCIMENTO TYPE",intellectual developmental disorder x linked syndromic nascimento type
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, RAYMOND TYPE",intellectual developmental disorder x linked syndromic raymond type
"INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, SNIJDERS BLOK TYPE",intellectual developmental disorder x linked syndromic snijders blok type
Intellectual Disability,intellectual disability
"Interleukin 2 Receptor, Alpha, Deficiency of",interleukin 2 receptor alpha deficiency of
INTERSTITIAL LUNG AND LIVER DISEASE,interstitial lung and liver disease
"INTERSTITIAL NEPHRITIS, KARYOMEGALIC",interstitial nephritis karyomegalic
Intervertebral disc disease,intervertebral disc disease
Intervertebral Disc Displacement,intervertebral disc displacement
"Intestinal Atresia, Multiple",intestinal atresia multiple
Intestinal Diseases,intestinal diseases
Intestinal Neoplasms,intestinal neoplasms
Intestinal Polyposis,intestinal polyposis
Intestinal Polyps,intestinal polyps
Intestinal Pseudo-Obstruction,intestinal pseudo obstruction
Intracranial Arteriovenous Malformations,intracranial arteriovenous malformations
Intracranial Embolism and Thrombosis,intracranial embolism and thrombosis
"Intracranial Hemorrhage, Traumatic",intracranial hemorrhage traumatic
Intracranial Hemorrhages,intracranial hemorrhages
Intracranial Hypertension,intracranial hypertension
Intracranial Thrombosis,intracranial thrombosis
Intrahepatic Cholestasis of Pregnancy,intrahepatic cholestasis of pregnancy
"Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies",intrauterine growth retardation metaphyseal dysplasia adrenal hypoplasia congenita and genital anomalies
Intrinsic Factor Deficiency,intrinsic factor deficiency
"Invasive Pneumococcal Disease, Recurrent Isolated, 2",invasive pneumococcal disease recurrent isolated 2
IRAK4 Deficiency,irak4 deficiency
"Iridogoniodysgenesis, dominant type",iridogoniodysgenesis dominant type
Iridogoniodysgenesis type1,iridogoniodysgenesis type1
Iron Metabolism Disorders,iron metabolism disorders
Iron-Refractory Iron Deficiency Anemia,iron refractory iron deficiency anemia
Isaacs Syndrome,isaacs syndrome
Ischemia,ischemia
"Ischemic Attack, Transient",ischemic attack transient
Ischemic Stroke,ischemic stroke
Ischiopatellar dysplasia,ischiopatellar dysplasia
Isobutyryl-CoA dehydrogenase deficiency,isobutyryl coa dehydrogenase deficiency
Isodicentric Chromosome 15 Syndrome,isodicentric chromosome 15 syndrome
"Isolated Growth Hormone Deficiency, Type IB",isolated growth hormone deficiency type ib
"Isolated Growth Hormone Deficiency, Type II",isolated growth hormone deficiency type ii
Jackson-Weiss syndrome,jackson weiss syndrome
Jacobs syndrome,jacobs syndrome
JANSEN-DE VRIES SYNDROME,jansen de vries syndrome
Jansen type metaphyseal chondrodysplasia,jansen type metaphyseal chondrodysplasia
"Jaundice, Chronic Idiopathic",jaundice chronic idiopathic
"Jaundice, Obstructive",jaundice obstructive
Jaw Abnormalities,jaw abnormalities
Jejunal Atresia with Microcephaly and Ocular Anomalies,jejunal atresia with microcephaly and ocular anomalies
Jensen syndrome,jensen syndrome
Jervell And Lange-Nielsen Syndrome 2,jervell and lange nielsen syndrome 2
Jervell-Lange Nielsen Syndrome,jervell lange nielsen syndrome
Jeune syndrome,jeune syndrome
Job Syndrome,job syndrome
Johanson Blizzard syndrome,johanson blizzard syndrome
Joint Diseases,joint diseases
Joubert Syndrome 10,joubert syndrome 10
Joubert syndrome 2,joubert syndrome 2
Joubert syndrome 3,joubert syndrome 3
Joubert syndrome 4,joubert syndrome 4
Joubert syndrome 5,joubert syndrome 5
Joubert syndrome 6,joubert syndrome 6
Joubert Syndrome 7,joubert syndrome 7
Joubert Syndrome 8,joubert syndrome 8
Joubert Syndrome 9,joubert syndrome 9
Juvenile macular degeneration and hypotrichosis,juvenile macular degeneration and hypotrichosis
Juvenile-onset dystonia,juvenile onset dystonia
Juvenile polyposis syndrome,juvenile polyposis syndrome
Juvenile Polyposis with Hereditary Hemorrhagic Telangiectasia,juvenile polyposis with hereditary hemorrhagic telangiectasia
Kabuki syndrome,kabuki syndrome
Kahrizi Syndrome,kahrizi syndrome
"Kallikrein, Decreased Urinary Activity of",kallikrein decreased urinary activity of
Kallmann Syndrome,kallmann syndrome
Kartagener Syndrome,kartagener syndrome
Kaufman oculocerebrofacial syndrome,kaufman oculocerebrofacial syndrome
KBG syndrome,kbg syndrome
Keloid,keloid
"Kenny-Caffey syndrome, Type 1",kenny caffey syndrome type 1
"Kenny-Caffey syndrome, type 2",kenny caffey syndrome type 2
KEPPEN-LUBINSKY SYNDROME,keppen lubinsky syndrome
"Keratitis, hereditary",keratitis hereditary
"Keratitis, Ichthyosis, and Deafness (KID) Syndrome",keratitis ichthyosis and deafness kid syndrome
Keratoacanthoma familial,keratoacanthoma familial
Keratoconus,keratoconus
Keratoconus 1,keratoconus 1
"Keratoderma, Palmoplantar",keratoderma palmoplantar
"Keratoderma, Palmoplantar, Epidermolytic",keratoderma palmoplantar epidermolytic
Keratolytic winter erythema,keratolytic winter erythema
Keratomalacia,keratomalacia
Keratosis,keratosis
"Keratosis Follicularis Spinulosa Decalvans, X-Linked",keratosis follicularis spinulosa decalvans x linked
Keratosis Linearis with Ichthyosis Congenita and Sclerosing Keratoderma,keratosis linearis with ichthyosis congenita and sclerosing keratoderma
Keratosis palmoplantaris papulosa,keratosis palmoplantaris papulosa
Keratosis palmoplantaris striata 1,keratosis palmoplantaris striata 1
Keratosis palmoplantaris striata 3,keratosis palmoplantaris striata 3
Keratosis Palmoplantaris Striata II,keratosis palmoplantaris striata ii
Keratosis palmoplantaris with esophageal cancer,keratosis palmoplantaris with esophageal cancer
Keratosis palmoplantaris with periodontopathia and onychogryposis,keratosis palmoplantaris with periodontopathia and onychogryposis
KERATOSIS PILARIS ATROPHICANS,keratosis pilaris atrophicans
"Keratosis, Seborrheic",keratosis seborrheic
Kernicterus,kernicterus
Keutel syndrome,keutel syndrome
Kidney Calculi,kidney calculi
Kidney Diseases,kidney diseases
"Kidney Diseases, Cystic",kidney diseases cystic
"Kidney Failure, Chronic",kidney failure chronic
Kidney Neoplasms,kidney neoplasms
"Kidney Tubular Necrosis, Acute",kidney tubular necrosis acute
Kleefstra Syndrome,kleefstra syndrome
Klippel-Feil Syndrome,klippel feil syndrome
"KLIPPEL-FEIL SYNDROME 3, AUTOSOMAL DOMINANT",klippel feil syndrome 3 autosomal dominant
"KLIPPEL-FEIL SYNDROME 4, AUTOSOMAL RECESSIVE, WITH NEMALINE MYOPATHY AND FACIAL DYSMORPHISM",klippel feil syndrome 4 autosomal recessive with nemaline myopathy and facial dysmorphism
Klippel Feil syndrome dominant type,klippel feil syndrome dominant type
Klippel Feil syndrome recessive type,klippel feil syndrome recessive type
Kniest dysplasia,kniest dysplasia
Knobloch syndrome,knobloch syndrome
"Knuckle pads, leuconychia and sensorineural deafness",knuckle pads leuconychia and sensorineural deafness
Kohlschutter Tonz syndrome,kohlschutter tonz syndrome
KOSAKI OVERGROWTH SYNDROME,kosaki overgrowth syndrome
Kowarski syndrome,kowarski syndrome
"Krabbe Disease, Atypical, due to Saposin A Deficiency",krabbe disease atypical due to saposin a deficiency
Krause-Kivlin syndrome,krause kivlin syndrome
Kufor-Rakeb syndrome,kufor rakeb syndrome
Kuru,kuru
L-FERRITIN DEFICIENCY,l ferritin deficiency
Lacrimal Apparatus Diseases,lacrimal apparatus diseases
Lacrimal Duct Obstruction,lacrimal duct obstruction
Lacrimoauriculodentodigital syndrome,lacrimoauriculodentodigital syndrome
"Lactase Deficiency, Congenital",lactase deficiency congenital
Lactate Dehydrogenase B Deficiency,lactate dehydrogenase b deficiency
Lactate dehydrogenase deficiency type A,lactate dehydrogenase deficiency type a
"Lactic Acidosis, Congenital Infantile, Due To LAD Deficiency",lactic acidosis congenital infantile due to lad deficiency
"Lactose Intolerance, Adult Type",lactose intolerance adult type
Lafora Disease,lafora disease
LAMB-SHAFFER SYNDROME,lamb shaffer syndrome
"Lamellar ichthyosis, type 2",lamellar ichthyosis type 2
"Lamellar ichthyosis, type 3",lamellar ichthyosis type 3
"Lameness, Animal",lameness animal
Landau-Kleffner Syndrome,landau kleffner syndrome
Langer-Giedion Syndrome,langer giedion syndrome
Langer mesomelic dysplasia,langer mesomelic dysplasia
Language Development Disorders,language development disorders
Language Disorders,language disorders
Laron Syndrome,laron syndrome
Laron syndrome type 2,laron syndrome type 2
"Larsen syndrome, dominant type",larsen syndrome dominant type
Laryngeal Neoplasms,laryngeal neoplasms
Laryngo onycho cutaneous syndrome,laryngo onycho cutaneous syndrome
Lassa Fever,lassa fever
Late-Onset Retinal Degeneration,late onset retinal degeneration
Lateral Medullary Syndrome,lateral medullary syndrome
Lateral meningocele syndrome,lateral meningocele syndrome
Lathosterolosis,lathosterolosis
Lattice corneal dystrophy type 1,lattice corneal dystrophy type 1
Laurence-Moon Syndrome,laurence moon syndrome
Laurin-Sandrow syndrome,laurin sandrow syndrome
Lead Poisoning,lead poisoning
"Lead Poisoning, Nervous System",lead poisoning nervous system
Learning Disabilities,learning disabilities
Leber Congenital Amaurosis,leber congenital amaurosis
Leber Congenital Amaurosis 10,leber congenital amaurosis 10
Leber Congenital Amaurosis 11,leber congenital amaurosis 11
Leber Congenital Amaurosis 12,leber congenital amaurosis 12
Leber Congenital Amaurosis 13,leber congenital amaurosis 13
Leber Congenital Amaurosis 14,leber congenital amaurosis 14
LEBER CONGENITAL AMAUROSIS 15,leber congenital amaurosis 15
LEBER CONGENITAL AMAUROSIS 16,leber congenital amaurosis 16
LEBER CONGENITAL AMAUROSIS 17,leber congenital amaurosis 17
Leber Congenital Amaurosis 3,leber congenital amaurosis 3
Leber Congenital Amaurosis 4,leber congenital amaurosis 4
Leber Congenital Amaurosis 6,leber congenital amaurosis 6
LEBER CONGENITAL AMAUROSIS 7,leber congenital amaurosis 7
LEBER CONGENITAL AMAUROSIS 8,leber congenital amaurosis 8
Lecithin Cholesterol Acyltransferase Deficiency,lecithin cholesterol acyltransferase deficiency
LEFT VENTRICULAR NONCOMPACTION 1,left ventricular noncompaction 1
LEFT VENTRICULAR NONCOMPACTION 10,left ventricular noncompaction 10
LEFT VENTRICULAR NONCOMPACTION 7,left ventricular noncompaction 7
LEFT VENTRICULAR NONCOMPACTION 8,left ventricular noncompaction 8
Legg-Calve-Perthes Disease,legg calve perthes disease
Legionnaires' Disease,legionnaires disease
Legius syndrome,legius syndrome
Leigh Disease,leigh disease
"Leigh syndrome , French Canadian type",leigh syndrome french canadian type
Leiomyoma,leiomyoma
"Leiomyoma, Epithelioid",leiomyoma epithelioid
Leiomyosarcoma,leiomyosarcoma
Leishmaniasis,leishmaniasis
"Leishmaniasis, Cutaneous",leishmaniasis cutaneous
"Leishmaniasis, Mucocutaneous",leishmaniasis mucocutaneous
"Leishmaniasis, Visceral",leishmaniasis visceral
Lens Diseases,lens diseases
Lentivirus Infections,lentivirus infections
Lenz Majewski hyperostotic dwarfism,lenz majewski hyperostotic dwarfism
LEOPARD Syndrome,leopard syndrome
"LEOPARD syndrome, 2",leopard syndrome 2
LEOPARD SYNDROME 3,leopard syndrome 3
Leprosy,leprosy
LEPTIN DEFICIENCY OR DYSFUNCTION,leptin deficiency or dysfunction
LEPTIN RECEPTOR DEFICIENCY,leptin receptor deficiency
Leri-Weil syndrome,leri weil syndrome
Lesch-Nyhan Syndrome,lesch nyhan syndrome
Lethal Arthrogryposis With Anterior Horn Cell Disease,lethal arthrogryposis with anterior horn cell disease
Lethal Congenital Contractural Syndrome 3,lethal congenital contractural syndrome 3
Lethal congenital contracture syndrome 1,lethal congenital contracture syndrome 1
LETHAL CONGENITAL CONTRACTURE SYNDROME 10,lethal congenital contracture syndrome 10
LETHAL CONGENITAL CONTRACTURE SYNDROME 11,lethal congenital contracture syndrome 11
Lethal Congenital Contracture Syndrome 2,lethal congenital contracture syndrome 2
LETHAL CONGENITAL CONTRACTURE SYNDROME 4,lethal congenital contracture syndrome 4
LETHAL CONGENITAL CONTRACTURE SYNDROME 5,lethal congenital contracture syndrome 5
LETHAL CONGENITAL CONTRACTURE SYNDROME 6,lethal congenital contracture syndrome 6
LETHAL CONGENITAL CONTRACTURE SYNDROME 7,lethal congenital contracture syndrome 7
LETHAL CONGENITAL CONTRACTURE SYNDROME 8,lethal congenital contracture syndrome 8
LETHAL CONGENITAL CONTRACTURE SYNDROME 9,lethal congenital contracture syndrome 9
Leukemia,leukemia
"Leukemia, Erythroblastic, Acute",leukemia erythroblastic acute
"Leukemia, Experimental",leukemia experimental
"Leukemia, Hairy Cell",leukemia hairy cell
"Leukemia, Large Granular Lymphocytic",leukemia large granular lymphocytic
"Leukemia, Lymphocytic, Chronic, B-Cell",leukemia lymphocytic chronic b cell
"Leukemia, Lymphoid",leukemia lymphoid
"Leukemia-Lymphoma, Adult T-Cell",leukemia lymphoma adult t cell
"Leukemia, Megakaryoblastic, Acute",leukemia megakaryoblastic acute
"Leukemia, Megakaryoblastic, of Down Syndrome",leukemia megakaryoblastic of down syndrome
"Leukemia, Monocytic, Acute",leukemia monocytic acute
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",leukemia myelogenous chronic bcr abl positive
"Leukemia, Myeloid",leukemia myeloid
"Leukemia, Myeloid, Accelerated Phase",leukemia myeloid accelerated phase
"Leukemia, Myeloid, Acute",leukemia myeloid acute
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",leukemia myeloid chronic atypical bcr abl negative
"Leukemia, Myelomonocytic, Acute",leukemia myelomonocytic acute
"Leukemia, Myelomonocytic, Juvenile",leukemia myelomonocytic juvenile
"Leukemia, Prolymphocytic, T-Cell",leukemia prolymphocytic t cell
"Leukemia, Promyelocytic, Acute",leukemia promyelocytic acute
"Leukemia, T-Cell",leukemia t cell
Leukocyte-Adhesion Deficiency Syndrome,leukocyte adhesion deficiency syndrome
Leukocyte adhesion deficiency type 1,leukocyte adhesion deficiency type 1
"Leukocyte Adhesion Deficiency, Type III",leukocyte adhesion deficiency type iii
Leukocyte Disorders,leukocyte disorders
LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,leukodystrophy and acquired microcephaly with or without dystonia
"Leukodystrophy, Globoid Cell",leukodystrophy globoid cell
"LEUKODYSTROPHY, HYPOMYELINATING, 10",leukodystrophy hypomyelinating 10
"LEUKODYSTROPHY, HYPOMYELINATING, 11",leukodystrophy hypomyelinating 11
"LEUKODYSTROPHY, HYPOMYELINATING, 12",leukodystrophy hypomyelinating 12
"LEUKODYSTROPHY, HYPOMYELINATING, 13",leukodystrophy hypomyelinating 13
"Leukodystrophy, Hypomyelinating, 2",leukodystrophy hypomyelinating 2
"LEUKODYSTROPHY, HYPOMYELINATING, 3",leukodystrophy hypomyelinating 3
"Leukodystrophy, Hypomyelinating, 4",leukodystrophy hypomyelinating 4
"Leukodystrophy, Hypomyelinating, 5",leukodystrophy hypomyelinating 5
"LEUKODYSTROPHY, HYPOMYELINATING, 9",leukodystrophy hypomyelinating 9
"Leukodystrophy, Hypomyelinating, with Hypodontia and Hypogonadotropic Hypogonadism",leukodystrophy hypomyelinating with hypodontia and hypogonadotropic hypogonadism
"Leukodystrophy, Metachromatic",leukodystrophy metachromatic
Leukoencephalopathies,leukoencephalopathies
Leukoencephalopathy Brain Calcifications and Cysts,leukoencephalopathy brain calcifications and cysts
"Leukoencephalopathy, Cystic, Without Megalencephaly",leukoencephalopathy cystic without megalencephaly
"LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE",leukoencephalopathy progressive with ovarian failure
LEUKOENCEPHALOPATHY WITH ATAXIA,leukoencephalopathy with ataxia
Leukoencephalopathy with Brainstem and Spinal Cord Involvement and Lactate Elevation,leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation
LEUKOENCEPHALOPATHY WITH DYSTONIA AND MOTOR NEUROPATHY,leukoencephalopathy with dystonia and motor neuropathy
"Leukokeratosis, Hereditary Mucosal",leukokeratosis hereditary mucosal
Leukotriene C4 Synthase Deficiency,leukotriene c4 synthase deficiency
Lewy Body Disease,lewy body disease
Leydig Cell Hypoplasia,leydig cell hypoplasia
Leydig Cell Tumor,leydig cell tumor
Li-Fraumeni Syndrome,li fraumeni syndrome
Li-Fraumeni Syndrome 2,li fraumeni syndrome 2
Lichenoid Eruptions,lichenoid eruptions
LICHTENSTEIN-KNORR SYNDROME,lichtenstein knorr syndrome
Liddle Syndrome,liddle syndrome
LIG4 Syndrome,lig4 syndrome
"Limb Deformities, Congenital",limb deformities congenital
"Limb-Girdle Muscular Dystrophy, Type 1G",limb girdle muscular dystrophy type 1g
Limb-girdle muscular dystrophy type 2A,limb girdle muscular dystrophy type 2a
"Limb-girdle muscular dystrophy, type 2B",limb girdle muscular dystrophy type 2b
