DiseaseName_raw,DiseaseName_norm,mapped_adr_id,mapped_adr_name,GeneSymbol,DiseaseID,DirectEvidence,PubMedIDs
Angioedema,angioedema,C0002994,Angioedema,HLA-DQB1,MESH:D000799,marker/mechanism,15784113
Asthma,asthma,C0004096,Asthma,HLA-DQB1,MESH:D001249,marker/mechanism,10792356
Celiac Disease,celiac disease,,,HLA-DQB1,MESH:D002446,marker/mechanism,
Chemical and Drug Induced Liver Injury,chemical and drug induced liver injury,,,HLA-DQB1,MESH:D056486,marker/mechanism,21570397
Creutzfeldt-Jakob Syndrome,creutzfeldt jakob syndrome,,,HLA-DQB1,MESH:D007562,marker/mechanism,
"Diabetes Mellitus, Type 1",diabetes mellitus type 1,,,HLA-DQB1,MESH:D003922,marker/mechanism,26168013
Drug Eruptions,drug eruptions,,,HLA-DQB1,MESH:D003875,marker/mechanism,16502481
Esophageal Achalasia,esophageal achalasia,,,HLA-DQB1,MESH:D004931,marker/mechanism,24997987
"Glomerulonephritis, IGA",glomerulonephritis iga,,,HLA-DQB1,MESH:D005922,marker/mechanism,25305756
Hypersensitivity,hypersensitivity,C0020517,Hypersensitivity,HLA-DQB1,MESH:D006967,marker/mechanism,8725357
Multiple Sclerosis,multiple sclerosis,C0026769,Multiple sclerosis,HLA-DQB1,MESH:D009103,marker/mechanism,
Narcolepsy,narcolepsy,C0027404,Narcolepsy,HLA-DQB1,MESH:D009290,marker/mechanism,20711174
Oropharyngeal Neoplasms,oropharyngeal neoplasms,,,HLA-DQB1,MESH:D009959,marker/mechanism,27749845
"Scleroderma, Systemic",scleroderma systemic,,,HLA-DQB1,MESH:D012595,marker/mechanism,20383147
Urticaria,urticaria,C0042109,Urticaria,HLA-DQB1,MESH:D014581,marker/mechanism,16502481
Multiple Sclerosis,multiple sclerosis,C0026769,Multiple sclerosis,HLA-DRA,MESH:D009103,marker/mechanism,17660530
Parkinson Disease,parkinson disease,,,HLA-DRA,MESH:D010300,marker/mechanism,20711177
"Shock, Septic",shock septic,,,HLA-DRA,MESH:D012772,marker/mechanism,28771573
Angioedema,angioedema,C0002994,Angioedema,HLA-DRB1,MESH:D000799,marker/mechanism,15784113
"Arthritis, Rheumatoid",arthritis rheumatoid,,,HLA-DRB1,MESH:D001172,marker/mechanism,19898480|20453842|22286218
Asthma,asthma,C0004096,Asthma,HLA-DRB1,MESH:D001249,marker/mechanism,16792590
Autistic Disorder,autistic disorder,,,HLA-DRB1,MESH:D001321,marker/mechanism,8765331
Berylliosis,berylliosis,,,HLA-DRB1,MESH:D001607,marker/mechanism,16272364|17927685
Chemical and Drug Induced Liver Injury,chemical and drug induced liver injury,,,HLA-DRB1,MESH:D056486,marker/mechanism,21570397
"Colitis, Ulcerative",colitis ulcerative,C0009324,Colitis ulcerative,HLA-DRB1,MESH:D003093,marker/mechanism,25559196
Crohn Disease,crohn disease,,,HLA-DRB1,MESH:D003424,marker/mechanism,25559196
"Diabetes Mellitus, Type 1",diabetes mellitus type 1,,,HLA-DRB1,MESH:D003922,marker/mechanism,26168013
Drug Hypersensitivity,drug hypersensitivity,C0013182,Drug hypersensitivity,HLA-DRB1,MESH:D004342,marker/mechanism,20485159
Eosinophilia-Myalgia Syndrome,eosinophilia myalgia syndrome,,,HLA-DRB1,MESH:D016603,marker/mechanism,19790128
"Glomerulonephritis, Membranous",glomerulonephritis membranous,C0017665,Glomerulonephritis membranous,HLA-DRB1,MESH:D015433,marker/mechanism,11436868
Hypersensitivity,hypersensitivity,C0020517,Hypersensitivity,HLA-DRB1,MESH:D006967,marker/mechanism,8725357
"Leishmaniasis, Visceral",leishmaniasis visceral,,,HLA-DRB1,MESH:D007898,marker/mechanism,23291585
"Lupus Erythematosus, Systemic",lupus erythematosus systemic,,,HLA-DRB1,MESH:D008180,marker/mechanism,11436868
"Lymphoma, Non-Hodgkin",lymphoma non hodgkin,,,HLA-DRB1,MESH:D008228,marker/mechanism,22096508
Multiple Sclerosis,multiple sclerosis,C0026769,Multiple sclerosis,HLA-DRB1,MESH:D009103,marker/mechanism,25911099
Narcolepsy,narcolepsy,C0027404,Narcolepsy,HLA-DRB1,MESH:D009290,marker/mechanism,20711174
Nephrotic Syndrome,nephrotic syndrome,C0027726,Nephrotic syndrome,HLA-DRB1,MESH:D009404,marker/mechanism,11095018|6420562
Oropharyngeal Neoplasms,oropharyngeal neoplasms,,,HLA-DRB1,MESH:D009959,marker/mechanism,27749845
Pancreatitis,pancreatitis,C0030305,Pancreatitis,HLA-DRB1,MESH:D010195,marker/mechanism,25217962
Proteinuria,proteinuria,C0033687,Proteinuria,HLA-DRB1,MESH:D011507,marker/mechanism,11436868|6420562
Sarcoidosis,sarcoidosis,C0036202,Sarcoidosis,HLA-DRB1,MESH:D012507,marker/mechanism,14508706
Schizophrenia,schizophrenia,C0036341,Schizophrenia,HLA-DRB1,MESH:D012559,marker/mechanism,16223876
Typhoid Fever,typhoid fever,C0041466,Typhoid fever,HLA-DRB1,MESH:D014435,marker/mechanism,25383971
Urticaria,urticaria,C0042109,Urticaria,HLA-DRB1,MESH:D014581,marker/mechanism,20485159
Hypersensitivity,hypersensitivity,C0020517,Hypersensitivity,HLA-DRB4,MESH:D006967,marker/mechanism,8725357
Alzheimer Disease,alzheimer disease,,,HLA-DRB5,MESH:D000544,marker/mechanism,27713094
"Diabetes Mellitus, Type 2",diabetes mellitus type 2,,,HLA-DRB5,MESH:D003924,marker/mechanism,28869590
Hypersensitivity,hypersensitivity,C0020517,Hypersensitivity,HLA-DRB5,MESH:D006967,marker/mechanism,8725357
Parkinson Disease,parkinson disease,,,HLA-DRB5,MESH:D010300,marker/mechanism,27713094
Parapsoriasis,parapsoriasis,,,HLA-E,MESH:D010267,marker/mechanism,16538176
Asthma,asthma,C0004096,Asthma,HLA-G,MESH:D001249,marker/mechanism,
Holocarboxylase Synthetase Deficiency,holocarboxylase synthetase deficiency,,,HLCS,MESH:D028922,marker/mechanism,
Precursor Cell Lymphoblastic Leukemia-Lymphoma,precursor cell lymphoblastic leukemia lymphoma,,,HLF,MESH:D054198,marker/mechanism,26214592
Kidney Neoplasms,kidney neoplasms,,,HLTF,MESH:D007680,marker/mechanism,16762066
"Porphyria, Acute Intermittent",porphyria acute intermittent,,,HMBS,MESH:D017118,marker/mechanism,6132132|8772850
"Macular Degeneration, Age-Related, 1",macular degeneration age related 1,,,HMCN1,MESH:C566411,marker/mechanism,
Retinitis pigmentosa 1,retinitis pigmentosa 1,,,HMCN1,MESH:C538365,marker/mechanism,
"Diabetes Mellitus, Type 2",diabetes mellitus type 2,,,HMG20A,MESH:D003924,marker/mechanism,21874001
"Diabetes Mellitus, Type 2",diabetes mellitus type 2,,,HMGA1,MESH:D003924,marker/mechanism,23512162
Hyperglycemia,hyperglycemia,,,HMGA1,MESH:D006943,marker/mechanism,23512162
Insulin Resistance,insulin resistance,C0021655,Insulin resistance,HMGA1,MESH:D007333,marker/mechanism,23512162
Leiomyosarcoma,leiomyosarcoma,,,HMGA1,MESH:D007890,marker/mechanism,18645019
Metabolic Syndrome,metabolic syndrome,C0524620,Metabolic syndrome,HMGA1,MESH:D024821,marker/mechanism,23512162
Uterine Neoplasms,uterine neoplasms,,,HMGA1,MESH:D014594,marker/mechanism,18645019
Birth Weight,birth weight,,,HMGA2,MESH:D001724,marker/mechanism,23202124
Desbuquois syndrome,desbuquois syndrome,,,HMGA2,MESH:C535943,marker/mechanism,
Neoplasm Invasiveness,neoplasm invasiveness,,,HMGA2,MESH:D009361,marker/mechanism,28830677
Neoplasms,neoplasms,,,HMGA2,MESH:D009369,marker/mechanism,18413806
Chemical and Drug Induced Liver Injury,chemical and drug induced liver injury,,,HMGB1,MESH:D056486,marker/mechanism,19783637
"Cholestasis, Extrahepatic",cholestasis extrahepatic,,,HMGB1,MESH:D001651,marker/mechanism,28789951
Drug-Related Side Effects and Adverse Reactions,drug related side effects and adverse reactions,,,HMGB1,MESH:D064420,marker/mechanism,27474498
Esophageal Squamous Cell Carcinoma,esophageal squamous cell carcinoma,,,HMGB1,MESH:D000077277,marker/mechanism,21517111
Essential Hypertension,essential hypertension,C0085580,Essential hypertension,HMGB1,MESH:D000075222,marker/mechanism,34453990
Fever,fever,,,HMGB1,MESH:D005334,marker/mechanism,19265175
Hyperalgesia,hyperalgesia,,,HMGB1,MESH:D006930,marker/mechanism,27474498
Hypertension,hypertension,C0020538,Hypertension,HMGB1,MESH:D006973,marker/mechanism,32147540
Inflammation,inflammation,C0021368,Inflammation,HMGB1,MESH:D007249,marker/mechanism,21617575|22178603|22386814|22429818|23146691
Leukostasis,leukostasis,C0282548,Leukostasis,HMGB1,MESH:D018921,marker/mechanism,28294475
Multiple Organ Failure,multiple organ failure,,,HMGB1,MESH:D009102,marker/mechanism,19265175
Myocardial Infarction,myocardial infarction,C0027051,Myocardial infarction,HMGB1,MESH:D009203,marker/mechanism,21113057
Myocardial Ischemia,myocardial ischemia,,,HMGB1,MESH:D017202,marker/mechanism,16214533
Myocardial Reperfusion Injury,myocardial reperfusion injury,,,HMGB1,MESH:D015428,marker/mechanism,21113057
Necrosis,necrosis,C0027540,Necrosis,HMGB1,MESH:D009336,marker/mechanism,19783637|22178603
Neuralgia,neuralgia,C0027796,Neuralgia,HMGB1,MESH:D009437,marker/mechanism,25014009
"Neuropathy, Painful",neuropathy painful,,,HMGB1,MESH:C564945,marker/mechanism,27474498
Pulmonary Fibrosis,pulmonary fibrosis,C0034069,Pulmonary fibrosis,HMGB1,MESH:D011658,marker/mechanism,27616297
Sepsis,sepsis,C0243026,Sepsis,HMGB1,MESH:D018805,marker/mechanism,19265175|23146691
Systemic Vasculitis,systemic vasculitis,,,HMGB1,MESH:D056647,marker/mechanism,23146691
Adenocarcinoma of Lung,adenocarcinoma of lung,,,HMGB2,MESH:D000077192,marker/mechanism,24366584|27602772
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,HMGB2,MESH:D006528,marker/mechanism,20851854
"Disease Models, Animal",disease models animal,,,HMGB2,MESH:D004195,marker/mechanism,27602772
Obesity,obesity,C0028754,Obesity,HMGB2,MESH:D009765,marker/mechanism,20882379
Prostatic Neoplasms,prostatic neoplasms,,,HMGB2,MESH:D011471,marker/mechanism,29877212
"MICROPHTHALMIA, SYNDROMIC 13",microphthalmia syndromic 13,,,HMGB3,OMIM:300915,marker/mechanism,
Urinary Bladder Neoplasms,urinary bladder neoplasms,,,HMGB3,MESH:D001749,marker/mechanism,30639441
3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,3 hydroxy 3 methylglutaryl coa lyase deficiency,,,HMGCL,MESH:C538324,marker/mechanism,
Autoimmune Diseases,autoimmune diseases,,,HMGCR,MESH:D001327,marker/mechanism,23953224
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,HMGCR,MESH:D006528,marker/mechanism,21147110|9207284
Gallstones,gallstones,,,HMGCR,MESH:D042882,marker/mechanism,7461467
Hypercholesterolemia,hypercholesterolemia,,,HMGCR,MESH:D006937,marker/mechanism,8593127
Hyperlipoproteinemia Type II,hyperlipoproteinemia type ii,,,HMGCR,MESH:D006938,marker/mechanism,12477733
"Kidney Failure, Chronic",kidney failure chronic,,,HMGCR,MESH:D007676,marker/mechanism,19878707
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,HMGCR,MESH:D008106,marker/mechanism,25380136
Mevalonate Kinase Deficiency,mevalonate kinase deficiency,,,HMGCR,MESH:D054078,marker/mechanism,12477733
Muscular Diseases,muscular diseases,,,HMGCR,MESH:D009135,marker/mechanism,23953224
Q Fever,q fever,,,HMGCR,MESH:D011778,marker/mechanism,16469060
3-Hydroxy-3-Methylglutaryl-CoA Synthase 2 Deficiency,3 hydroxy 3 methylglutaryl coa synthase 2 deficiency,,,HMGCS2,MESH:C567784,marker/mechanism,
Colonic Neoplasms,colonic neoplasms,,,HMGCS2,MESH:D003110,marker/mechanism,15059925|27816970
Heart Failure,heart failure,,,HMGCS2,MESH:D006333,marker/mechanism,36071497
Mouth Neoplasms,mouth neoplasms,,,HMGCS2,MESH:D009062,marker/mechanism,27816970
Myocardial Ischemia,myocardial ischemia,,,HMGCS2,MESH:D017202,marker/mechanism,16214533
Neoplasm Invasiveness,neoplasm invasiveness,,,HMGCS2,MESH:D009361,marker/mechanism,27816970
Recurrence,recurrence,,,HMGCS2,MESH:D012008,marker/mechanism,27816970
"Cell Transformation, Neoplastic",cell transformation neoplastic,,,HMGN1,MESH:D002471,marker/mechanism,24747640
"Carcinoma, Basal Cell",carcinoma basal cell,,,HMGN1P38,MESH:D002280,marker/mechanism,36428691
Esophageal Squamous Cell Carcinoma,esophageal squamous cell carcinoma,,,HMGN5,MESH:D000077277,marker/mechanism,28914995
Glioma,glioma,,,HMGN5,MESH:D005910,marker/mechanism,22109888
Prostatic Neoplasms,prostatic neoplasms,,,HMGN5,MESH:D011471,marker/mechanism,22109888
Urinary Bladder Neoplasms,urinary bladder neoplasms,,,HMGN5,MESH:D001749,marker/mechanism,22109888
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,HMGN5B,MESH:D008106,marker/mechanism,25380136
Breast Neoplasms,breast neoplasms,,,HMMR,MESH:D001943,marker/mechanism,17922014
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,HMMR,MESH:D006528,marker/mechanism,28284560
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",leukemia myelogenous chronic bcr abl positive,,,HMMR,MESH:D015464,marker/mechanism,17157168
Polycystic Ovary Syndrome,polycystic ovary syndrome,,,HMMR,MESH:D011085,marker/mechanism,21411543
"Carcinoma, Hepatocellular",carcinoma hepatocellular,,,HMMR-AS1,MESH:D006528,marker/mechanism,35179300
Acute Kidney Injury,acute kidney injury,,,HMOX1,MESH:D058186,therapeutic,21048024
Adrenoleukodystrophy,adrenoleukodystrophy,,,HMOX1,MESH:D000326,marker/mechanism,16319717
Alzheimer Disease,alzheimer disease,,,HMOX1,MESH:D000544,marker/mechanism,11144356
"Anemia, Hemolytic",anemia hemolytic,,,HMOX1,MESH:D000743,marker/mechanism,9884342
Anterior Compartment Syndrome,anterior compartment syndrome,,,HMOX1,MESH:D000868,marker/mechanism,36193742
Asthma,asthma,C0004096,Asthma,HMOX1,MESH:D001249,marker/mechanism,18048809
Blood Coagulation Disorders,blood coagulation disorders,,,HMOX1,MESH:D001778,marker/mechanism,9884342
Breast Neoplasms,breast neoplasms,,,HMOX1,MESH:D001943,marker/mechanism,16298037
Cardiomegaly,cardiomegaly,C0018800,Cardiomegaly,HMOX1,MESH:D006332,therapeutic,15226216
Carotid Artery Diseases,carotid artery diseases,,,HMOX1,MESH:D002340,marker/mechanism,17095719
Cerebral Hemorrhage,cerebral hemorrhage,,,HMOX1,MESH:D002543,marker/mechanism,12401953
Chemical and Drug Induced Liver Injury,chemical and drug induced liver injury,,,HMOX1,MESH:D056486,marker/mechanism|therapeutic,18227147|22688006
Colitis,colitis,C0009319,Colitis,HMOX1,MESH:D003092,therapeutic,16365149|21444764
Coronary Artery Disease,coronary artery disease,C1956346,Coronary artery disease,HMOX1,MESH:D003324,marker/mechanism,12136229
"Dermatitis, Contact",dermatitis contact,C0011616,Dermatitis contact,HMOX1,MESH:D003877,marker/mechanism,25724174
"Diabetes Mellitus, Experimental",diabetes mellitus experimental,,,HMOX1,MESH:D003921,marker/mechanism|therapeutic,16123366|16959961|18375438|19804535
"Diabetes Mellitus, Type 2",diabetes mellitus type 2,,,HMOX1,MESH:D003924,marker/mechanism|therapeutic,12136229|16123366|16959961
Diabetic Angiopathies,diabetic angiopathies,,,HMOX1,MESH:D003925,therapeutic,16959961
Drug-Related Side Effects and Adverse Reactions,drug related side effects and adverse reactions,,,HMOX1,MESH:D064420,marker/mechanism,18227147
Fibrosis,fibrosis,C0016059,Fibrosis,HMOX1,MESH:D005355,therapeutic,18784349
Gastroparesis,gastroparesis,,,HMOX1,MESH:D018589,therapeutic,20378827
Growth Disorders,growth disorders,,,HMOX1,MESH:D006130,marker/mechanism,9884342
Heart Failure,heart failure,,,HMOX1,MESH:D006333,marker/mechanism,22352330
Heme Oxygenase 1 Deficiency,heme oxygenase 1 deficiency,,,HMOX1,MESH:C564200,marker/mechanism,
Hemolysis,hemolysis,,,HMOX1,MESH:D006461,marker/mechanism,25247420
Hepatitis,hepatitis,C0019158,Hepatitis,HMOX1,MESH:D006505,therapeutic,14512878
Hepatorenal Syndrome,hepatorenal syndrome,C0019212,Hepatorenal syndrome,HMOX1,MESH:D006530,marker/mechanism,21253390
Hyperinsulinism,hyperinsulinism,C0020459,Hyperinsulinism,HMOX1,MESH:D006946,therapeutic,19171794
Hyperplasia,hyperplasia,C0020507,Hyperplasia,HMOX1,MESH:D006965,therapeutic,19234301
Hypertension,hypertension,C0020538,Hypertension,HMOX1,MESH:D006973,marker/mechanism|therapeutic,16959961|22349312|22352330
Inflammation,inflammation,C0021368,Inflammation,HMOX1,MESH:D007249,marker/mechanism,12649161|16982915|23451061|29086419
Insulin Resistance,insulin resistance,C0021655,Insulin resistance,HMOX1,MESH:D007333,marker/mechanism|therapeutic,18375438|19171794
Iron Metabolism Disorders,iron metabolism disorders,,,HMOX1,MESH:D019189,marker/mechanism,9884342
Ischemia,ischemia,,,HMOX1,MESH:D007511,therapeutic,15036356|19667931
"Kidney Failure, Chronic",kidney failure chronic,,,HMOX1,MESH:D007676,therapeutic,22622455
Learning Disabilities,learning disabilities,,,HMOX1,MESH:D007859,marker/mechanism,11718997
"Leishmaniasis, Visceral",leishmaniasis visceral,,,HMOX1,MESH:D007898,marker/mechanism,22461696
"Liver Cirrhosis, Experimental",liver cirrhosis experimental,,,HMOX1,MESH:D008106,marker/mechanism|therapeutic,16025519|16610050|21163135|25380136
Liver Diseases,liver diseases,,,HMOX1,MESH:D008107,marker/mechanism|therapeutic,16964402|17002867|17275847
Liver Neoplasms,liver neoplasms,,,HMOX1,MESH:D008113,therapeutic,17002867
Lung Injury,lung injury,,,HMOX1,MESH:D055370,marker/mechanism,17365036
Lung Neoplasms,lung neoplasms,,,HMOX1,MESH:D008175,marker/mechanism,15688187|18508827|31227482
"Mammary Neoplasms, Experimental",mammary neoplasms experimental,,,HMOX1,MESH:D008325,therapeutic,16319139
"Mastocytosis, Systemic",mastocytosis systemic,,,HMOX1,MESH:D034721,marker/mechanism,17420286
Myocardial Ischemia,myocardial ischemia,,,HMOX1,MESH:D017202,marker/mechanism,16214533
Neoplasm Invasiveness,neoplasm invasiveness,,,HMOX1,MESH:D009361,therapeutic,24211270
Neurodegenerative Diseases,neurodegenerative diseases,,,HMOX1,MESH:D019636,marker/mechanism,10942521|12709579|15964507
Obesity,obesity,C0028754,Obesity,HMOX1,MESH:D009765,marker/mechanism,18334666|18375438|19171794
Pancreatic Diseases,pancreatic diseases,,,HMOX1,MESH:D010182,therapeutic,18784349
Parkinson Disease,parkinson disease,,,HMOX1,MESH:D010300,marker/mechanism,21318773
Pneumonia,pneumonia,C0032285,Pneumonia,HMOX1,MESH:D011014,marker/mechanism,16582079
Pre-Eclampsia,pre eclampsia,,,HMOX1,MESH:D011225,marker/mechanism,22197494
Prostatic Neoplasms,prostatic neoplasms,,,HMOX1,MESH:D011471,marker/mechanism,25246272
"Pulmonary Disease, Chronic Obstructive",pulmonary disease chronic obstructive,,,HMOX1,MESH:D029424,marker/mechanism,
Pulmonary Emphysema,pulmonary emphysema,,,HMOX1,MESH:D011656,marker/mechanism,10631150
Pulmonary Fibrosis,pulmonary fibrosis,C0034069,Pulmonary fibrosis,HMOX1,MESH:D011658,marker/mechanism,15814490
Reperfusion Injury,reperfusion injury,,,HMOX1,MESH:D015427,marker/mechanism|therapeutic,12352873|16982915|17660127|23075401|25780291
Retinal Diseases,retinal diseases,,,HMOX1,MESH:D012164,marker/mechanism,23075401
"Rhinitis, Allergic",rhinitis allergic,C2607914,Rhinitis allergic,HMOX1,MESH:D065631,marker/mechanism,36127783
Spinocerebellar Ataxia 17,spinocerebellar ataxia 17,,,HMOX1,MESH:C564616,marker/mechanism,24413982
Status Epilepticus,status epilepticus,C0038220,Status epilepticus,HMOX1,MESH:D013226,marker/mechanism,20971094
Stomach Neoplasms,stomach neoplasms,,,HMOX1,MESH:D013274,marker/mechanism,14647439|22490514
Thrombosis,thrombosis,C0040053,Thrombosis,HMOX1,MESH:D013927,therapeutic,19168058
Vascular System Injuries,vascular system injuries,,,HMOX1,MESH:D057772,therapeutic,19234301
Wounds and Injuries,wounds and injuries,,,HMOX1,MESH:D014947,marker/mechanism,12649161
Cerebral Hemorrhage,cerebral hemorrhage,,,HMOX2,MESH:D002543,therapeutic,16459095
Migraine with Aura,migraine with aura,,,HMOX2,MESH:D020325,marker/mechanism,35115687
Craniofacial Abnormalities,craniofacial abnormalities,,,HMX1,MESH:D019465,marker/mechanism,19379485
Microphthalmos,microphthalmos,,,HMX1,MESH:D008850,marker/mechanism,19379485
Oculoauricular Syndrome,oculoauricular syndrome,,,HMX1,MESH:C567416,marker/mechanism,19379485
Retinitis pigmentosa 1,retinitis pigmentosa 1,,,HMX1,MESH:C538365,marker/mechanism,
"Carcinoma, Renal Cell",carcinoma renal cell,,,HNF1A,MESH:D002292,marker/mechanism,
Coronary Disease,coronary disease,,,HNF1A,MESH:D003327,marker/mechanism,28869590
"Diabetes Mellitus, Insulin-Dependent, 20",diabetes mellitus insulin dependent 20,,,HNF1A,MESH:C567286,marker/mechanism,
"Diabetes Mellitus, Type 1",diabetes mellitus type 1,,,HNF1A,MESH:D003922,marker/mechanism,
"Diabetes Mellitus, Type 2",diabetes mellitus type 2,,,HNF1A,MESH:D003924,marker/mechanism,28869590
"Hepatic Adenomas, Familial",hepatic adenomas familial,,,HNF1A,MESH:C564190,marker/mechanism,
Hyperglycemia,hyperglycemia,,,HNF1A,MESH:D006943,marker/mechanism,29753610
Hypoglycemia,hypoglycemia,,,HNF1A,MESH:D007003,marker/mechanism,15787664
